ID,User,Date Created,Number of Likes,Source of Tweet,Tweet
4861,Harian_Jogja,2022-04-17 11:08:03+00:00,0,dlvr.it,"H2 Lebaran Bakal Jadi Puncak Wisata, PHRI DIY: Kami Yakin Target Okupansi 80% https://t.co/yjDWKiXH3y #beritajogja #jogja #jogjaistimewa https://t.co/itSm5R52EA"
4862,JogjaRavers,2022-04-17 10:55:54+00:00,0,twittbot.net,Sambut Pagi bersama Merapi dari Desa Wisata Trumpon Tempel Sleman #Jogja
4863,JogjaCTour,2022-04-17 09:27:50+00:00,0,twittbot.net,Wisata Alam Curug Nglarangan https://t.co/opLgvvt1o2 #JogjaCityTour | Jogja Traveling Guide
4864,convomfs,2022-04-17 08:42:35+00:00,3,"Hey, jangan telat mam ya🍽😠","💭 gaes,
boleh minta saranin wisata di jogja? Kuliner, cafe, tempat foto.
Thank you!!"
4865,JogjaCTour,2022-04-17 08:27:50+00:00,0,twittbot.net,Wisata Alam Kebun Buah Mangunan https://t.co/Mkzf22quW3 #JogjaCityTour | Jogja Traveling Guide
4866,panoramaKP,2022-04-17 07:58:56+00:00,0,Twitter for Android,"● Monggo yang mau plesir lebaran besok, semua obyek wisata SIAP 🔥🔥.

● Sumber by @antaranewscom
https://t.co/14EQoUf3SL
● Loc : Kab Kulon Progo, D.I Yogyakarta.
#panoramakulonprogo
#kulonprogo
#jogja https://t.co/uvEgK96e3Q"
4867,JogjaCTour,2022-04-17 05:57:47+00:00,0,twittbot.net,Wisata Alam Curug Sidoharjo https://t.co/k8L67moPsU #JogjaCityTour | Jogja Traveling Guide
4868,HangoutYuk,2022-04-17 04:44:12+00:00,0,dlvr.it,5 Tempat Wisata Terbaru Di Jogja Yang Paling Hits https://t.co/zN2O739LFy https://t.co/8SBsreBml0
4869,jogjaplesiride,2022-04-17 03:08:34+00:00,0,Twitter for iPhone,"Pada Jogja Plesiride, para goweser bisa sekalian mengajak anggota keluarga. Ketika sedang gowes, anak-anak dan keluarga bisa menunggui sambil plesiran dari satu spot ke spot lain yang dilewati goweser, seperti misalnya dari satu desa wisata ke desa wisata yang lain."
4870,JogjaCTour,2022-04-17 02:57:47+00:00,0,twittbot.net,Wisata Alam Curug Sidoharjo https://t.co/k8L67mGYH2 #JogjaCityTour | Jogja Traveling Guide
4871,idbcpr,2022-04-17 01:23:18+00:00,0,Awtoshare,"Mampir Tugu Jogja Sebentar, Sebelum Jalan Ke Malioboro! [ Wisata Jogja Tugu Yogyakarta ] - https://t.co/mjSRBpXxCh https://t.co/5mItSnyhgZ"
4872,JogjaCTour,2022-04-17 00:27:48+00:00,0,twittbot.net,Wisata Alam Curug Nglarangan https://t.co/opLgvvK4q2 #JogjaCityTour | Jogja Traveling Guide
4873,idbcpr,2022-04-16 23:54:45+00:00,0,Awtoshare,"Jelajah Wisata Jogja - Selamat berakhir pekan semuanya 
*
 Yuk jelajah tempat wisata Jogja ini!! - photo today by  taken around Pl... - https://t.co/avkubr8hTw"
4874,JogjaCTour,2022-04-16 23:27:52+00:00,0,twittbot.net,Wisata Alam Kebun Buah Mangunan https://t.co/Mkzf229rU3 #JogjaCityTour | Jogja Traveling Guide
4875,JogjaRavers,2022-04-16 21:55:50+00:00,0,twittbot.net,Sambut Pagi bersama Merapi dari Desa Wisata Trumpon Tempel Sleman #Jogja
4876,JogjaCTour,2022-04-16 18:27:42+00:00,0,twittbot.net,Wisata Alam Curug Nglarangan https://t.co/opLgvvt1o2 #JogjaCityTour | Jogja Traveling Guide
4877,idbcpr,2022-04-16 16:11:30+00:00,0,Awtoshare,"Jelajah Wisata Jogja - Mention nih teman kamu yang mau diajak ke Sekaten.

 Yuk jelajah tempat wisata Jogja ini!! - photo today by... - https://t.co/XBK0ajqoOV"
4878,miss_birdyy,2022-04-16 15:08:59+00:00,0,Twitter for iPhone,"Menurut kalian, adanya komodifikasi budaya dengan bentuk wisata replika ini apakah akan mempengaruhi otentisitas budaya lokal (khususnya Jogja) atau tidak? Yuk berikan pendapatmu! Tidak ada pendapat benar atau salah ya guys di sini."
4879,chvddle,2022-04-16 14:47:37+00:00,0,Twitter for Android,"Suka motret dari kpan?

dari kapan ya? kayaknya dari setahunan yang lalu sih, semenjak sering bolak balik jogja. tiap ke tempat wisata iseng motret dan ngedit hehe"
4880,anotherorion,2022-04-16 14:31:04+00:00,1,dlvr.it,"Wisata Takjil Ramadan di Jogja, Kemana Enaknya? https://t.co/21E1MUTOaO https://t.co/aqOAUrXGM6"
4881,dolandigitalID,2022-04-16 14:31:02+00:00,0,dlvr.it,"Wisata Takjil Ramadan di Jogja, Kemana Enaknya? https://t.co/Ea0PneHtTW"
4882,meninaforte_,2022-04-16 13:58:50+00:00,1,Twitter for Android,Bahaya iki lek ebesku ngerti maliobro onok wisata anyar isok2 njalok ng jogja suee 😭😭
4883,miss_birdyy,2022-04-16 13:34:58+00:00,4,Twitter Web App,"[A Thread]

Kalian yang tinggal di Jogja (especially di Sleman)  pasti udah nggak asing sama destinasi-destinasi wisata ini deh.

1. Merapi Park https://t.co/7PhtuJPhrw"
4884,CeletukWarga,2022-04-16 12:16:01+00:00,0,Twitter for Android,"@Glo_Excel @humas_jogja Wisata alternatif itu kan bentuk kritik terhadap turisme massal, Om"
4885,JogjaCTour,2022-04-16 08:57:46+00:00,0,twittbot.net,Wisata Alam Curug Sidoharjo https://t.co/k8L67mGYH2 #JogjaCityTour | Jogja Traveling Guide
4886,JogjaRavers,2022-04-16 08:55:53+00:00,0,twittbot.net,Sambut Pagi bersama Merapi dari Desa Wisata Trumpon Tempel Sleman #Jogja
4887,JogjaCTour,2022-04-16 08:27:49+00:00,0,twittbot.net,Wisata Alam Kebun Buah Mangunan https://t.co/Mkzf229rU3 #JogjaCityTour | Jogja Traveling Guide
4888,Harian_Jogja,2022-04-16 08:14:33+00:00,0,dlvr.it,5 Objek Wisata Lereng Merapi yang Sudah Dibuka Kembali. Piknik yuk! https://t.co/ayUnuaaTjm #beritajogja #jogja #jogjaistimewa https://t.co/mPtqy7e5Li
4889,JogjaCTour,2022-04-16 06:27:50+00:00,0,twittbot.net,Wisata Alam Curug Nglarangan https://t.co/opLgvvK4q2 #JogjaCityTour | Jogja Traveling Guide
4890,Harian_Jogja,2022-04-16 05:44:05+00:00,0,dlvr.it,Kabar Baik! Pengelola Wisata Bantul Boleh Menggelar Atraksi Wisata https://t.co/okgmaoHYKC #beritajogja #jogja #jogjaistimewa https://t.co/mWUzmi3g29
4891,tayoo120,2022-04-16 05:28:16+00:00,0,Twitter for iPhone,"@merapi_uncover @BuruhYogyakarta @Mei2Namaku Kalau dibiarkan sebenernya bisa merusak citra jogja loh ini, orang2 jadi males mau ke jogja, krn takut jadi korban. Kalau dah kayak gtu ntar wisata jd sepi, ujung2nya pendapatan daerah jga bakalan turun drastis. Wkwkwk"
4892,JogjaCTour,2022-04-16 05:27:51+00:00,0,twittbot.net,Wisata Alam Kebun Buah Mangunan https://t.co/Mkzf22quW3 #JogjaCityTour | Jogja Traveling Guide
4893,JogjaCTour,2022-04-16 03:57:44+00:00,0,twittbot.net,"Jogja Traveling Guide.
Informasi Wisata #Jogjakarta
https://t.co/ryZy9ST5tO
#JogjaCityTour"
4894,Harian_Jogja,2022-04-16 03:31:04+00:00,3,dlvr.it,"Objek Wisata di Lereng Merapi Kembali Dibuka, Bukit Klangon Mulai Ramai https://t.co/YWcFH8V0jo #beritajogja #jogja #jogjaistimewa https://t.co/RGRYf0DsNG"
4895,InvestorID,2022-04-16 02:15:42+00:00,2,Investor Daily,"Buat Pencinta Wisata, Lion Air akan Aktifkan Rute Pontianak Pontianak-Jogja https://t.co/whh2zsSj1a https://t.co/UWAux8HGaR"
4896,idbcpr,2022-04-16 02:13:11+00:00,0,Awtoshare,"Jelajah Wisata Jogja - Udah dateng lagi nih kabutnya 

 Yuk jelajah tempat wisata Jogja ini!! - photo today by  taken at Jurang Te... - https://t.co/GXGpxzhYwj"
4897,javatravelnet,2022-04-16 01:23:55+00:00,1,Twitter Web App,"Edum Park Tegaldowo, Taman Wisata Favorit Liburan Keluarga di Bantul Jogja
https://t.co/CcjBjIaWvj"
4898,hellofuckyou_,2022-04-16 00:25:09+00:00,1,Twitter for iPhone,"Jogja saat ini belum aman, kalau wisata jogja menurun, koreksi dari pemerintahannya coba, kriminalitas receh gini aja di biarin tiap hari"
4899,JogjaCTour,2022-04-15 23:57:47+00:00,0,twittbot.net,Wisata Alam Curug Sidoharjo https://t.co/k8L67moPsU #JogjaCityTour | Jogja Traveling Guide
4900,ganeshawisnu3,2022-04-15 21:24:45+00:00,0,Twitter for Android,"@Panaddoll @detikcom Pernah waktu mau ke Dieng dari jogja, lewat daerah kepil Wonosobo jalannya rusaknya parah banget. Sangat disayangkan padahal itu jalan ke darah wisata"
4901,JogjaCTour,2022-04-15 20:57:42+00:00,0,twittbot.net,Wisata Alam Curug Sidoharjo https://t.co/k8L67mGYH2 #JogjaCityTour | Jogja Traveling Guide
4902,JogjaRavers,2022-04-15 19:55:50+00:00,0,twittbot.net,Sambut Pagi bersama Merapi dari Desa Wisata Trumpon Tempel Sleman #Jogja
4903,adil_hp21,2022-04-15 19:12:57+00:00,0,Twitter for Android,"74. WISATA KOMODO

Denpasar tujuan Surabaya, Jogja, Purwokerto https://t.co/dZy33QVxqj"
4904,wisata_domestik,2022-04-15 18:31:08+00:00,0,Jetpack.com,Travel Wonosobo Jogja | Travel Jogja Wonosobo https://t.co/Cs00E3y3AO
4905,idbcpr,2022-04-15 18:30:01+00:00,0,Awtoshare,"Jelajah Wisata Jogja - Camping di musim hujan seru ga menurut kalian?

 Yuk jelajah tempat wisata Jogja ini!! - photo today by  ta... - https://t.co/qRR8bh9vx0"
4906,JogjaCTour,2022-04-15 18:27:41+00:00,0,twittbot.net,Wisata Alam Curug Nglarangan https://t.co/opLgvvt1o2 #JogjaCityTour | Jogja Traveling Guide
4907,JogjaCTour,2022-04-15 17:27:40+00:00,0,twittbot.net,Wisata Alam Kebun Buah Mangunan https://t.co/Mkzf229rU3 #JogjaCityTour | Jogja Traveling Guide
4908,Harian_Jogja,2022-04-15 15:36:34+00:00,0,dlvr.it,"131 Desa Wisata di Jawa Tengah Terima Bantuan Rp18,5 Miliar https://t.co/g1tLrzgyfH #beritajogja #jogja #jogjaistimewa https://t.co/Fyf6mrSqDY"
4909,Deddy1379,2022-04-15 15:29:47+00:00,0,Twitter for Android,Saran tempat wisata libur lebaran area jogja-Solo sekitar yg aman utk anak 5 tahun. #wisatajateng #wisatajogja #wisataaman #wisata #wisataapik
4910,erlinaprs,2022-04-15 14:42:23+00:00,2,Twitter for iPhone,ngerasa rugi jadi orang jogja karna banyak wisata yg bagus bgt tapi gapernah ada niat buat datengin :(
4911,Jogjakita_apps,2022-04-15 14:37:50+00:00,0,Publer.io,"Menambah wawasan kebudayaan iku penting ya lur, jaman semono candi digawe fungsine bedo bedo. Ono sing nggo sembahyang, nyimpen pari, sak piturute. 
#jogja #infojogja #wisatajogja https://t.co/kddWKi3FrS"
4912,JogjaCTour,2022-04-15 14:27:52+00:00,0,twittbot.net,Wisata Alam Kebun Buah Mangunan https://t.co/Mkzf22quW3 #JogjaCityTour | Jogja Traveling Guide
4913,JogjaCTour,2022-04-15 12:57:44+00:00,0,twittbot.net,"Jogja Traveling Guide.
Informasi Wisata #Jogjakarta
https://t.co/ryZy9ST5tO
#JogjaCityTour"
4914,Askrlfess,2022-04-15 10:51:48+00:00,0,Askrlfess,"jadi sender bulan depan ada kerjaan di jogja, kira kira kalo mau menuju ke tempat wisata ada kendaraan umumnya ga ya? soalnya kalo pake gr4b atau g0jek pasti mahal (?) mohon sarannya teman teman, terimakasih [askrl]"
4915,JogjaCTour,2022-04-15 09:27:50+00:00,0,twittbot.net,Wisata Alam Curug Nglarangan https://t.co/opLgvvK4q2 #JogjaCityTour | Jogja Traveling Guide
4916,IndonesiaKaya,2022-04-15 09:00:03+00:00,1,Twitter Web App,"Yogyakarta tidak hanya memiliki banyak destinasi wisata, namun juga segudang kuliner Jogja yang kaya cita rasa dan menggugah selera. Mau tau lebih banyak tentang kuliner Jogja? Tonton Kuliner Indonesia Kaya!

Mulai Jumat 15 April 2022
Di Youtube Indonesia Kaya https://t.co/UsivAnW2e7"
4917,masealf,2022-04-15 07:58:39+00:00,0,Twitter for Android,"@astyaep Ngurusi klitih ae bertahun2 ora rampung. Akses tol udh nyambung jakarta sampai suroboyo, tapi belum nyambung sampai jogja, dulu bahkan yg punya jogja bilang klo jogja ndak butuh tol. Pdhal itu bisa mempercepat industri dan wisata jogja."
4918,Harian_Jogja,2022-04-15 07:06:03+00:00,0,dlvr.it,"Cuaca Ekstrem Diprediksi hingga Lebaran, Pengelola Wisata Sleman Diminta Waspada https://t.co/8KhVr2iV4r #beritajogja #jogja #jogjaistimewa https://t.co/0o8xTnpBI0"
4919,JogjaRavers,2022-04-15 06:55:53+00:00,0,twittbot.net,Sambut Pagi bersama Merapi dari Desa Wisata Trumpon Tempel Sleman #Jogja
4920,kominfodiy,2022-04-15 06:10:44+00:00,0,Twitter for iPhone,"Dimana saja ya kira-kira? Sumonggo kita telusuri #SudutJogja tersebut melalui infografis ini. 

#WisataReligiUmatKristiani
#SudutJogja
#SudutJogjaKominfoDIY
#WisataJogja"
4921,kominfodiy,2022-04-15 06:10:43+00:00,0,Twitter for iPhone,"Nah kalau Sedulur adalah tipe traveler yang mencari ketenangan batin, tidak ada salahnya Sedulur mencoba mengunjungi beberapa wisata religi yang biasanya dikunjungi umat Kristiani di Jogja. https://t.co/a7DlyIBqg1"
4922,frostyourbae2,2022-04-15 06:08:51+00:00,1,Twitter for Android,"@Fikfinicky990 @efanjatmiko96 @ZoelWanF Klo Untuk Wisata Udh ada tempat sendiri contoh nya Seperti Bali,Jogja,Labuan Bajo,DLL.      Klo Untuk wilayah Sejuta Lapangan Pekerjaan jg ada sendiri Contoh Nya Jakarta Dan Surabaya (Karna 2 kota ini Kota Bisnis Besar di Indonesia)"
4923,JogjaCTour,2022-04-15 05:57:45+00:00,0,twittbot.net,Wisata Alam Curug Sidoharjo https://t.co/k8L67mGYH2 #JogjaCityTour | Jogja Traveling Guide
4924,kla10_,2022-04-15 05:27:13+00:00,0,dlvr.it,"[Tribun Jogja] Lewat Desa Wisata Kasongan, Bupati Abdul Halim Upayakan Bantul Jadi Kota Kreatif UNESCO https://t.co/fhGuzuxtqe"
4925,idbcpr,2022-04-15 04:34:18+00:00,0,Awtoshare,Jelajah Wisata Jogja -  Yuk jelajah tempat wisata Jogja ini!! - photo today by  taken around Taman Sari Yogyakarta.... - https://t.co/p9wWrwrsgL https://t.co/AXJLLDa3ky
4926,JogjaCTour,2022-04-15 03:27:49+00:00,0,twittbot.net,Wisata Alam Curug Nglarangan https://t.co/opLgvvt1o2 #JogjaCityTour | Jogja Traveling Guide
4927,itripdotid,2022-04-15 01:51:14+00:00,1,Twitter Web App,"Makam Raja-Raja Imogiri, Wisata Ziarah yang Sarat Sejarah di Bantul Jogja

https://t.co/LKH5eq7uwM"
4928,infobmkgyia,2022-04-15 01:19:11+00:00,0,Twitter Web App,"Selamat Pagi #sobatbmkgyia
Berikut kami sampaikan Prakiraan Cuaca Wisata dan Lereng merapi di Wilayah DIY untuk Esok Hari, Sabtu16 April 2022.
Semoga bermanfaat.

#infobmkg #infobmkgyia #cuacamerapi
@staklim_jogja @trcbpbddiy @pusdalopssleman @basarnas_yogyakarta https://t.co/nFYDZTQ99o"
4929,JogjaCTour,2022-04-14 23:27:52+00:00,0,twittbot.net,Wisata Alam Kebun Buah Mangunan https://t.co/Mkzf229rU3 #JogjaCityTour | Jogja Traveling Guide
4930,JogjaCTour,2022-04-14 21:27:45+00:00,0,twittbot.net,Wisata Alam Curug Nglarangan https://t.co/opLgvvK4q2 #JogjaCityTour | Jogja Traveling Guide
4931,RODA_KARET,2022-04-14 20:57:51+00:00,2,Twitter for Android,"Wisata Merapi Jogja
Foto Malam Terbaik https://t.co/WwVuiY2wMW"
4932,JogjaCTour,2022-04-14 20:57:45+00:00,0,twittbot.net,Wisata Alam Curug Sidoharjo https://t.co/k8L67moPsU #JogjaCityTour | Jogja Traveling Guide
4933,martbaktelurrrr,2022-04-14 20:46:16+00:00,0,Twitter for Android,"@ngemtot 🤣 temenku cerita pas di Jogja dari pusat Jogja ke salah satu destinasi wisata di kabupaten, kira2 10-12kman, perjalanan 30-40 menit, itu jauh banget loh, mereka bilang ""lah ini mah Deket siapa bilang jauh"" 🥲"
4934,idbcpr,2022-04-14 20:45:43+00:00,2,Awtoshare,"Jelajah Wisata Jogja -  Yuk jelajah tempat wisata Jogja ini!! - photo today by  Covering Jembatan Pulau Kalong, around Pantai Wedi... - https://t.co/hg8Sw3Edbn"
4935,Qis5a,2022-04-14 19:55:10+00:00,0,Twitter for Android,"#SayaBersamaSultan jaga jogja  !!!
pertama tol, lalu hotel, lalu ruko berisi imigran asing, rakyat jogja tergusur, wisata tradisional hilang, muncul produk asing dimana mana.

#SaveJogja
#lengserkanjokowi"
4936,ekabyan,2022-04-14 19:36:50+00:00,0,Twitter for Android,"@zarazettirazr Bismillah, ikutan, Uni. Kalau ada yang lagi cari rumah di Jogja, area dalam ringrud, dekat dengan beberapa kampus, Malioboro dan tempat wisata lain. Rumah huni full bangunan LB 212 m², 5KT, 3AC, 2 water heater, nggak sampai 1.5M. Buat invest recomended banget!"
4937,JogjaRavers,2022-04-14 17:55:51+00:00,0,twittbot.net,Sambut Pagi bersama Merapi dari Desa Wisata Trumpon Tempel Sleman #Jogja
4938,catperku,2022-04-14 15:26:04+00:00,0,CatperkuNextScriptsAutoPoster,Pantai Di Jogja Terbaik! No 7 Asik Buat Camping Lho! [ Wisata Jogja ] - https://t.co/wLADUIRyKe https://t.co/Li6ptvRAqs
4939,idbcpr,2022-04-14 15:26:03+00:00,0,Awtoshare,Pantai Di Jogja Terbaik! No 7 Asik Buat Camping Lho! [ Wisata Jogja ] - https://t.co/9mOfr0XaWc https://t.co/yjJSUojgsM
4940,JogjaCTour,2022-04-14 14:57:49+00:00,0,twittbot.net,Wisata Alam Curug Sidoharjo https://t.co/k8L67mGYH2 #JogjaCityTour | Jogja Traveling Guide
4941,JogjaCTour,2022-04-14 14:27:52+00:00,0,twittbot.net,Wisata Alam Kebun Buah Mangunan https://t.co/Mkzf22quW3 #JogjaCityTour | Jogja Traveling Guide
4942,JogjaCTour,2022-04-14 12:27:47+00:00,0,twittbot.net,Wisata Alam Curug Nglarangan https://t.co/opLgvvt1o2 #JogjaCityTour | Jogja Traveling Guide
4943,catperku,2022-04-14 12:14:00+00:00,0,CatperkuNextScriptsAutoPoster,Pantai Di Gunungkidul Jogja Wajib Kunjung! [ Wisata Pantai Gunung Kidul ] - https://t.co/XUEThmXcuE https://t.co/MLEFsp7zQI
4944,idbcpr,2022-04-14 12:13:59+00:00,0,Awtoshare,Pantai Di Gunungkidul Jogja Wajib Kunjung! [ Wisata Pantai Gunung Kidul ] - https://t.co/Ir66KbvbSB https://t.co/WstKxq5L5v
4945,haikalmaulina,2022-04-14 11:07:36+00:00,0,Twitter for Android,"Belum stay di tmpt rantau tapi ibu kalo ada info kuliner / wisata di Jogja paling update ✨
Bismillah ya bu nanti kita jalan² sekeluarga keliling Jogja sampe puass 💕 Aamiin 🤗"
4946,reasonnanana_,2022-04-14 10:27:11+00:00,0,Twitter for Android,"Ketika aku dan @Rizkeyrr jelasin tempat wisata di Jogja selalu bilang deket, padahal ngabisin waktu setengah bahkan satu jam perjalanan.👍🏻"
4947,joeyakarta,2022-04-14 10:17:18+00:00,24,Twitter for iPhone,"Pembangunan industri wisata yg masif di Kab #Gunungkidul hanya akan memberikan dua kemungkinan bagi warga; jadi penonton, atau jadi tontonan. 
Tinggal kita mau bertindak apa saat ini dan ke depan, agar tdk sekadar rasan-rasan..

- Pak Tupar, warga Watukodok
cc @WALHI_Jogja"
4948,erwiniryanto_,2022-04-14 09:54:37+00:00,9,Twitter for iPhone,@rotiimariie @Noname09583816 Itu di agro wisata bhumi merapi jogja btw😂
4949,Korem072Pmk,2022-04-14 08:42:42+00:00,0,Twitter Web App,Vaksinasi Mobile Kodim 0732/Sleman Sasar PT Jogja Eco Wisata Pekem https://t.co/5TvGv3QRSt https://t.co/DDdx53oDcM
4950,JogjaCTour,2022-04-14 08:27:49+00:00,0,twittbot.net,Wisata Alam Kebun Buah Mangunan https://t.co/Mkzf229rU3 #JogjaCityTour | Jogja Traveling Guide
4951,TiketPesawatPro,2022-04-14 08:27:40+00:00,0,twittbot.net,#wisataaceh #wisatasemarang #wisatajogja tiket pesawat promo ke bali juni 2015 KLIK https://t.co/xaAlCMxF2U
4952,javatravelnet,2022-04-14 08:11:32+00:00,1,Twitter Web App,"Sangkring Art Space, Objek Wisata Hits Para Pecinta Seni di Bantul Jogja
https://t.co/bzfXR9KCow"
4953,DynamicoTour,2022-04-14 07:25:38+00:00,0,Twitter for Android,"Hutan Pinus Pengger, Tempat Foto Instagramable Diantara Sejuknya Pohon Pinus

#pinuspengger #wisatajogja #jogjahits #jogja #yogyakarta #travelling https://t.co/A66MHn7ILh"
4954,JogjaCTour,2022-04-14 06:57:45+00:00,0,twittbot.net,"Jogja Traveling Guide.
Informasi Wisata #Jogjakarta
https://t.co/ryZy9ST5tO
#JogjaCityTour"
4955,idbcpr,2022-04-14 06:50:31+00:00,0,Awtoshare,"Jelajah Wisata Jogja -  Yuk jelajah tempat wisata Jogja ini!! - photo today by  taken at Taman Bunga Amarylis, around Patuk, Gunun... - https://t.co/0l1HQSicUF"
4956,JogjaCTour,2022-04-14 06:27:50+00:00,0,twittbot.net,Wisata Alam Curug Nglarangan https://t.co/opLgvvK4q2 #JogjaCityTour | Jogja Traveling Guide
4957,JogjaCTour,2022-04-14 05:57:46+00:00,0,twittbot.net,Wisata Alam Curug Sidoharjo https://t.co/k8L67moPsU #JogjaCityTour | Jogja Traveling Guide
4958,Lantari7,2022-04-14 05:25:14+00:00,1,Twitter for Android,"Vaksinasi Mobile Kodim 0732/Sleman Sasar PT Jogja Eco Wisata Pekem

Walaupun Bulan Suci Ramadhan 1443 H tidak menghalangi Kodim 0732/Sleman dalam pelaksanaan Vaksinasi Covid 19""Mobile yang berlangsung di PT Jogja Eco Wisata Candibinangun Kap Pakem, Kab Sleman,Kamis (14/4/2022) https://t.co/NN2e6mJM9O"
4959,Cakraax97,2022-04-14 05:19:32+00:00,0,Twitter for Android,"@Bitas96 Wisata wisata jembod, padahal nek dipikir wisatawan mah wedi moro jogja nek kondisi jogja ko ngene🤣"
4960,Koramil12Mlati,2022-04-14 05:17:34+00:00,1,Twitter for Android,"Sleman --- Walaupun Bulan Suci Ramadhan 1443 H tidak menghalangi Kodim 0732/Sleman dalam pelaksanaan Vaksinasi Covid 19""Mobile yang berlangsung di PT Jogja Eco Wisata Candibinangun Kapanewon Pakem, Kabupaten Sleman,Kamis (14/4/2022) https://t.co/DHqZB2K6Ft"
4961,JogjaRavers,2022-04-14 04:55:52+00:00,0,twittbot.net,Sambut Pagi bersama Merapi dari Desa Wisata Trumpon Tempel Sleman #Jogja
4962,JogjaCTour,2022-04-14 02:57:45+00:00,0,twittbot.net,Wisata Alam Curug Sidoharjo https://t.co/k8L67mGYH2 #JogjaCityTour | Jogja Traveling Guide
4963,Mammuraa,2022-04-14 02:12:06+00:00,0,Twitter for Android,"@hitamhitam666 @KemnakerRI @BuruhYogyakarta @humas_jogja @humas_jogja wah beneran kah ini? Haduh kota pelajar, kota wisata, kota budaya... Tolong dijelaskan agar masyarakat tidak gaduh... Matur nuwun"
4964,visiting_jogja,2022-04-14 01:25:47+00:00,1,Twitter for iPhone,"Kalau pergi bawa kebaya
Bawalah juga kain selendangnya
Selamat pagii #SobatVisitingJogja 🤩
Apakah semua sehat kabarnya 🥰

📍 Stasiun Tugu Yogyakarta
🎥 @hajar_prasetyo

#train #departure #railway #kereta #stasiun #yogyakarta #jogja #wisatajogja 
#visitingjogja 
#jogjaistimewa https://t.co/pOX8dAX6D8"
4965,JogjaCTour,2022-04-14 00:27:46+00:00,0,twittbot.net,Wisata Alam Curug Nglarangan https://t.co/opLgvvt1o2 #JogjaCityTour | Jogja Traveling Guide
4966,JogjaCTour,2022-04-13 23:27:54+00:00,0,twittbot.net,Wisata Alam Kebun Buah Mangunan https://t.co/Mkzf22quW3 #JogjaCityTour | Jogja Traveling Guide
4967,idbcpr,2022-04-13 23:04:12+00:00,2,Awtoshare,"Jelajah Wisata Jogja -  Yuk jelajah tempat wisata Jogja ini!! - photo today by  taken around Kotagede, Yogyakarta.... - https://t.co/EZg5TJakKb https://t.co/OCMVDAs7KS"
4968,catperku,2022-04-13 22:06:38+00:00,0,CatperkuNextScriptsAutoPoster,"Pantai Baron, Pantai Di Jogja Yang Keren Banget! [ Jelajah Wisata Pantai Gunung Kidul Part 2 ] - https://t.co/oEyN1JeZ89 https://t.co/gNLPCWA70y"
4969,idbcpr,2022-04-13 22:06:37+00:00,1,Awtoshare,"Pantai Baron, Pantai Di Jogja Yang Keren Banget! [ Jelajah Wisata Pantai Gunung Kidul Part 2 ] - https://t.co/hpEm1FT6MW https://t.co/CXGPZSJtBJ"
4970,tukangsipil,2022-04-13 21:21:11+00:00,0,twittbot.net,https://t.co/ON23GFpnQS - Reservasi Hotel di Kota Yogyakarta #wisata #travel #jogja #media #info
4971,JogjaCTour,2022-04-13 17:57:45+00:00,0,twittbot.net,Wisata Alam Curug Sidoharjo https://t.co/k8L67moPsU #JogjaCityTour | Jogja Traveling Guide
4972,JogjaCTour,2022-04-13 15:57:42+00:00,0,twittbot.net,"Jogja Traveling Guide.
Informasi Wisata #Jogjakarta
https://t.co/ryZy9ST5tO
#JogjaCityTour"
4973,JogjaRavers,2022-04-13 15:55:51+00:00,0,twittbot.net,Sambut Pagi bersama Merapi dari Desa Wisata Trumpon Tempel Sleman #Jogja
4974,Eren75757,2022-04-13 15:32:03+00:00,0,Twitter for Android,"@sm4llkitten @pxlpd @ahongpleong Makannya puluan tau jogja jd kota wisata dan pndidikan tpi kalah ama kota2 yg baru berkembang,

Jogja ama malang/batu tua an jogja, jogja ama bandung tua an jogja, jogja ama bali juga tua an jogja."
4975,buatapaansih,2022-04-13 15:21:17+00:00,0,Twitter Web App,"@misterprepp @Poconggg @dimasmairyan karena nanti vespa tersebut akan mengelilingi wisata-wisata yang ada di jogja sehingga vespa tersebut tidak mati rasa, diam di garasi @Poconggg @misterprepp @dimasmairyan"
4976,JogjaCTour,2022-04-13 14:27:51+00:00,0,twittbot.net,Wisata Alam Kebun Buah Mangunan https://t.co/Mkzf229rU3 #JogjaCityTour | Jogja Traveling Guide
4977,hiraethgloom,2022-04-13 14:24:03+00:00,0,Twitter for Android,"@Mettamettt Wkwkwkw kataku di Jogja tuh suasananya lain kaya adem, tenang gituuu. Terus juga karena seringnya main ke sana bareng temen-temen sama keluarga gitu jadi rasanya berkesan banget. Mana di sana di sediain tempat buat barengan gitu kan. Tempat wisata sama tempat oleh-olehnya deketan"
4978,mid8riya,2022-04-13 14:07:10+00:00,10,Twitter for iPhone,kayanya kalo kelas 1A wisata ke jogja dia doang yg pulang tanpa luka &amp; lecet https://t.co/6bLn5ci1kt
4979,oregtempek,2022-04-13 13:30:01+00:00,0,Twitter for iPhone,"@dear_priscila aloo☺️
emang better jogja menurutku dari tempat, wisata, kulinernya juga wkwkk 😂. btw makasihh banyak lohh, sehat sehat juga ya kamuu😊"
4980,AYPrass,2022-04-13 13:10:18+00:00,0,Twitter for iPhone,"@ssaaggiiyy @namanearya Iya kan enak kalo ada kost bebas, kita di jogja kan mau wisata jadi kalo pulang malam enak gitu, ehehe"
